,title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
1728,Add: dates to contrib list,2023-09-12 00:07:18,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1729,Feat: add counts editors and maintainers filter,2023-09-11 22:59:39,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1730,Add: new job add for com manager,2023-09-11 15:23:03,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1731,Fix typos on front page,2023-09-10 23:27:59,closed,,eliotwrobson,"Urbana, IL",staff,pyopensci.github.io,pulls
1732,Update contributor and review data,2023-08-20 18:44:33,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1733,fix: rename cli scripts for pyos meta,2023-08-20 18:41:09,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1734,Fix contribs,2023-08-14 17:38:05,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1735,Cleanup: remove old broken workflows,2023-08-11 20:49:41,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1736,Update contributor and review data,2023-07-29 00:30:36,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1737,Fix precommit yaml syntax,2023-07-28 23:50:59,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1738,Update contributor and review data,2023-07-28 23:46:43,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1739,Fix: run precommit in the update action,2023-07-28 23:43:21,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1740,Update contributor and review data,2023-07-28 23:12:17,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1741,Update contributor and review data,2023-07-28 22:45:49,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1742,Update contributor and review data,2023-07-28 22:35:41,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1743,Fix: add package review link and automate sorting,2023-07-28 21:39:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1744,Update packages.yml,2023-07-27 18:04:15,closed,,SultanOrazbayev,Kazakhstan,staff,pyopensci.github.io,pulls
1745,Update contributor and review data,2023-07-27 16:37:03,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1746,Add new workflow dispatch to force update all data,2023-07-27 16:30:13,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1747,Update contributor and review data,2023-07-27 00:41:06,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1748,Adjust timing of cron job for contrib build,2023-07-27 00:35:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1749,Update contributor and review data,2023-07-26 23:37:47,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1750,Reinstate old working job,2023-07-26 21:14:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1751,Edit the README for first-time contributors,2023-07-24 00:56:54,closed,,willingc,San Diego,staff,pyopensci.github.io,pulls
1752,Fix workflow,2023-07-19 00:24:36,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1753,New Blog: adventures at Scipy 2023,2023-07-18 19:18:42,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1754,CI Remove the URL check in the artifact redirector,2023-07-18 18:58:24,closed,,thomasjpfan,New York City,staff,pyopensci.github.io,pulls
1755,DO NOT MERGE - testing CircleCI,2023-07-18 18:49:38,closed,,thomasjpfan,New York City,staff,pyopensci.github.io,pulls
1756,update jonny saunders in contributors.yml,2023-07-17 21:34:56,closed,,sneakers-the-rat,,staff,pyopensci.github.io,pulls
1757,Add md files for redirects from broken links,2023-07-16 17:17:02,closed,,rickynilsson,"Los Angeles, CA",staff,pyopensci.github.io,pulls
1758,added bibat and taxpasta to recently added packages section,2023-07-16 16:10:52,closed,,klmcadams,,staff,pyopensci.github.io,pulls
1759,CI Enable CircleCI redirector for PRs,2023-07-16 15:08:21,closed,,thomasjpfan,New York City,staff,pyopensci.github.io,pulls
1760,Update new contributors,2023-07-16 01:00:34,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1761,Fix - new contrib missing keys,2023-07-16 00:57:52,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1762,CI Ignore contributor webites in htmlproofer,2023-07-15 23:45:29,closed,,thomasjpfan,New York City,staff,pyopensci.github.io,pulls
1763,CI Fixes circleci blog generation,2023-07-15 22:44:32,closed,,thomasjpfan,New York City,staff,pyopensci.github.io,pulls
1764,CI Enable CircleCI to build docs to be avalible in PRs,2023-07-15 21:03:19,closed,,thomasjpfan,New York City,staff,pyopensci.github.io,pulls
1765,add update workflow for packages,2023-07-15 19:10:04,closed,,msarahan,"Austin, TX",staff,pyopensci.github.io,pulls
1766,add update workflow for packages,2023-07-15 15:25:43,closed,,msarahan,"Austin, TX",staff,pyopensci.github.io,pulls
1767,Adjusts CSS to not hide the logo when the dropdox is visible,2023-07-15 15:17:06,closed,,thomasjpfan,New York City,staff,pyopensci.github.io,pulls
1768,Update contributors.yml,2023-07-14 22:05:28,closed,,szhorvat,Iceland,staff,pyopensci.github.io,pulls
1769,Update new contributors,2023-07-12 15:07:53,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1770,Add bibat to packages.yml and Teddy Groves to contributors.yml,2023-07-07 13:25:46,closed,,teddygroves,,staff,pyopensci.github.io,pulls
1771,Add taxpasta to website packages,2023-07-05 16:40:26,closed,,Midnighter,"Copenhagen, Denmark",staff,pyopensci.github.io,pulls
1772,Update new contributors,2023-07-01 01:14:13,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1773,More mobile fixes,2023-06-23 19:17:48,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1774,Fix: mobile styles tweaks,2023-06-23 16:33:47,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1775,FEAT: Community package listing pages for astropy + SunPy,2023-06-22 14:48:45,open,,lwasser,United States,staff,pyopensci.github.io,pulls
1776,Fix nav and search bar css issues,2023-06-19 16:51:52,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1777,Minor fix - add mentored sprints link,2023-06-15 19:18:37,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1778,Pycon23 second blog post,2023-06-15 16:23:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1779,Update new contributors,2023-06-14 17:27:18,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1780,Fix: new favicon and optimize codespell,2023-06-14 15:57:13,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1781,Fix: setup metadata update as cron,2023-06-13 21:03:19,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1782,Add: pycon 2023 david lightning talk blog,2023-06-13 20:53:15,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1783,Breakout of mm theme and update home page,2023-06-13 17:56:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1784,"Fix: highlighted packages, editor grid css",2023-06-08 20:21:34,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1785,Update new contributors,2023-06-06 15:40:42,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1786,Update: move afscgap to top,2023-06-06 15:39:01,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1787,Update: Jonny's contrib info on the website,2023-06-04 17:48:14,closed,,JonnyTran,"Seattle, WA",staff,pyopensci.github.io,pulls
1788,Update new contributors,2023-06-02 23:41:13,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1789,Update: Jonny's contrib info on the website (might need a fresh PR),2023-06-01 17:26:03,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1790,Update: Meenal --> full editor ✨ ,2023-06-01 15:32:06,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1791,Update contributors.yml for afscgap,2023-05-31 18:54:26,closed,,sampottinger,,staff,pyopensci.github.io,pulls
1792,Add afscgap to packages.yaml,2023-05-31 18:42:48,closed,,sampottinger,,staff,pyopensci.github.io,pulls
1793,Add: test action install pyosmeta,2023-05-26 22:37:44,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1794,Fix: update contribs list,2023-05-26 21:30:19,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1795,New config,2023-05-25 00:07:13,closed,,crazy4pi314,"Seattle, WA",staff,pyopensci.github.io,pulls
1796,Add Juanita's introductory blogpost,2023-05-20 21:37:22,closed,,juanis2112,"Santa Cruz, California",staff,pyopensci.github.io,pulls
1797,"Add missing doc links to Devicely, Jointly and Pystiche",2023-05-13 20:40:56,closed,,juanis2112,"Santa Cruz, California",staff,pyopensci.github.io,pulls
1798,"Fix: remove ""asd"" characters from packaging submission name",2023-05-07 23:40:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1799,Fix: remove www. from github url as it's returning a 301,2023-05-05 00:59:44,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1800,Fix: broken link in moving pandas blog,2023-05-05 00:51:18,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1801,Fix Packages Page Listing Missing Maintainer,2023-04-28 02:33:13,closed,,bbulpett,Gotham,staff,pyopensci.github.io,pulls
1802,✨ Update: contributor list from pycon event,2023-04-24 17:14:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1803,Fix: isotope grid on mobile,2023-04-19 15:18:12,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1804,Fix: run precommit on website files,2023-04-18 22:52:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1805,Add: Update logo on website + new editors on team! ✨ ,2023-04-18 22:34:17,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1806,Fix: ensure newer contributors are at the top,2023-04-16 14:04:54,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1807,Fix: pynteny spelling,2023-04-13 22:47:56,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1808,Update: new contributors across all repositories,2023-04-13 21:01:20,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1809,Update: contribs across repos,2023-04-13 20:36:06,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1810,Add missing crowsetta reviewers,2023-04-13 18:47:34,closed,,cmarmo,,staff,pyopensci.github.io,pulls
1811,Add xclim package details,2023-04-12 17:54:52,closed,,Zeitsperre,"Montreal, Canada",staff,pyopensci.github.io,pulls
1812,Add Agustina information in contributors.yml file,2023-04-11 23:37:05,closed,,aguspesce,"British Columbia, Canada",staff,pyopensci.github.io,pulls
1813,Add crowsetta docs + citation links to packages.yml,2023-04-06 15:46:55,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1814,Add: pradyun to advisory council,2023-04-05 23:49:22,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1815,Blog: add flit blog / overview,2023-04-04 20:38:55,open,,lwasser,United States,staff,pyopensci.github.io,pulls
1816,Tutorial[new]: intro to python typing,2023-04-04 20:35:16,open,,lwasser,United States,staff,pyopensci.github.io,pulls
1817,Add crowsetta in packages and in contributors,2023-03-29 13:14:12,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1818,Update contributors.yml,2023-03-29 01:22:19,closed,,rhine3,"Pittsburgh, PA, USA",staff,pyopensci.github.io,pulls
1819,Fix: header typo,2023-03-23 19:36:25,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1820,Add isotope code to site,2023-03-23 16:22:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1821,Add: packaging blog and close down job ad,2023-03-22 19:19:12,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1822,Add: inessa to advisory council,2023-03-21 23:54:49,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1823,Fix mobile styles,2023-03-18 00:51:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1824,Update packages.yml,2023-03-11 20:56:29,closed,,Robaina,Atlantic Ocean,staff,pyopensci.github.io,pulls
1825,Add: matomo analytics to website,2023-03-01 17:17:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1826,Add: new contributors to website,2023-03-01 00:21:57,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1827,Update packages.yml,2023-02-09 11:53:47,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,pulls
1828,docs: Add batalex to editors in contributors.yml,2023-02-02 10:21:31,closed,,Batalex,,staff,pyopensci.github.io,pulls
1829,Add: update get involved page,2023-01-31 01:26:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1830,Add: job posting for comm manager,2023-01-26 20:55:17,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1831,Fix: add link back to mastodon for validation,2023-01-25 01:11:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1832,Fix: links and add packages to editor lists + remove sort,2023-01-24 19:12:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1833,Add Chiara (myself... :) ) to editors,2023-01-24 03:55:10,closed,,cmarmo,,staff,pyopensci.github.io,pulls
1834,Add: Yuvi as advisory council - Add myself 🎉 ,2023-01-18 21:34:17,closed,,yuvipanda,,staff,pyopensci.github.io,pulls
1835,"Fix: Update contributors, broken links and css fix ✨ ",2023-01-18 00:42:44,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1836,Fix: redirect pages in new peer review guide layout,2023-01-18 00:41:50,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1837,ADD: redirect for coc,2022-11-22 20:55:25,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1838,FEAT: add editorial board back and move packages to grid template,2022-11-21 17:59:01,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1839,Peer review redesign,2022-11-21 17:31:09,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1840,Fill out social block for David N. in contributors.yml,2022-11-11 03:15:29,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1841,Adding my info in the contributors.yml,2022-11-09 13:25:44,closed,,ocefpaf,"Florianópolis, SC",staff,pyopensci.github.io,pulls
1842,INFRA: fix and cleanup community grid,2022-11-08 23:22:11,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1843,CONTENT: fix landing page link to peer review,2022-11-08 20:15:48,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1844,Add redirects to site and custom 404,2022-11-08 12:18:39,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1845,Add drop downs & redirects to pyos,2022-11-07 23:54:06,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1846,CONTENT: two new blogs on package health ,2022-11-03 16:17:58,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1847,INFRA: Build site on PR & fix links throughout,2022-11-03 14:07:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1848,CONTENT: Fix link to author-guide in python-packages.md,2022-11-02 21:23:20,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1849,Add .circleci/config.yml,2022-10-24 22:04:36,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1850,BLOG: why metrics matter and package health,2022-10-24 15:12:10,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1851,BLOG: why FOSS matters to science,2022-10-24 13:17:42,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1852,"INFRA: ignore fonts url, small style changes and add comments",2022-10-19 17:53:46,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1853,BLOG: python package health and some style updates,2022-10-18 21:05:45,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1854,Fix fonts: try 3,2022-10-17 23:30:46,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1855,STYLE: Fix header issue remove extra spaces,2022-10-17 22:04:24,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1856,Peer review redesign,2022-10-12 21:56:58,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1857,Add Dropdowns to pyos website,2022-10-10 22:32:03,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1858,Bad link fixing typo,2022-10-04 16:55:07,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1859,"CI: add ci action to build site and run html proofer to check for links, alt tags etc (accessibility)",2022-09-28 14:29:16,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1860,BLOG: editorial board updates-call for editors,2022-09-27 17:09:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1861,CODE: redo of community page and added advisory,2022-09-26 20:10:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1862,BUG: CSS incorrect width spacing fix,2022-09-19 21:16:10,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1863,Packages page and peer review updates,2022-09-19 19:42:10,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1864,Add SimonMolinsky (Szymon Molinski) to contributors,2022-09-16 06:43:44,closed,,SimonMolinsky,European Union,staff,pyopensci.github.io,pulls
1865,Splash 2022,2022-09-14 22:52:53,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1866,2022 new ed,2022-09-12 22:21:17,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1867,Adding a few links to the blog,2022-09-12 21:34:32,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1868,add empty blog so there is a link,2022-09-12 15:02:22,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1869,new ed blog pyos updates sept 2022,2022-09-11 00:59:47,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1870,Sept 2022 blog - updates,2022-09-10 21:46:42,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1871,Add Julius Busecke to contributors,2022-09-08 20:15:24,closed,,jbusecke,"Brooklyn, New York",staff,pyopensci.github.io,pulls
1872,Add PyGMT,2022-09-06 22:07:47,closed,,weiji14,,staff,pyopensci.github.io,pulls
1873,update edgarriba contributor info,2022-09-02 09:00:02,closed,,edgarriba,"Barcelona, Spain",staff,pyopensci.github.io,pulls
1874,update sevivi contributors,2022-09-02 06:36:50,closed,,pmeier,Germany,staff,pyopensci.github.io,pulls
1875,Add reviwer to contributors,2022-01-10 19:02:45,closed,,AlexS12,Madrid (Spain),staff,pyopensci.github.io,pulls
1876,Update contributors.yml,2022-01-10 18:08:56,closed,,arthur-e,"Missoula, MT",staff,pyopensci.github.io,pulls
1877,Update packages.yml,2022-01-10 14:27:01,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,pulls
1878,fix indent on line 337 of contributors.yml,2021-09-18 01:42:33,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1879,fix indent on line 337 of contributors.yml,2021-09-18 01:38:11,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1880,"Add Physcraper, snacktavish and LunaSare to pyOpenSci website",2021-09-16 23:17:15,closed,,snacktavish,,staff,pyopensci.github.io,pulls
1881,Add arianesasso,2021-08-24 13:11:52,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,pulls
1882,Add devicely,2021-08-24 13:07:04,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,pulls
1883,Update contributors.yml,2021-05-13 15:47:45,closed,,mluerig,Sweden,staff,pyopensci.github.io,pulls
1884,Update packages.yml,2021-05-13 15:40:03,closed,,mluerig,Sweden,staff,pyopensci.github.io,pulls
1885,added ksielemann (reviewer) to contributors.yml,2021-05-07 06:35:58,closed,,ksielemann,,staff,pyopensci.github.io,pulls
1886,Update contributors.yml,2021-04-30 20:44:17,closed,,JonnyTran,"Seattle, WA",staff,pyopensci.github.io,pulls
1887,Adding openomics to the list of pyOpenSci packages,2021-04-27 18:23:01,closed,,JonnyTran,"Seattle, WA",staff,pyopensci.github.io,pulls
1888,"Added pydov to package list, and the group of DOV-Vlaanderen as packa…",2021-02-19 11:31:30,closed,,pjhaest,Belgium,staff,pyopensci.github.io,pulls
1889,Add pmeier and edgarriba #55,2020-10-14 11:56:25,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1890,add pystiche to packages,2020-10-08 18:32:55,closed,,pmeier,Germany,staff,pyopensci.github.io,pulls
1891,fix: Correct URL endpoints to pyOpenSci/contributing-guide,2020-10-02 17:03:45,closed,,matthewfeickert,"Denton, Texas",staff,pyopensci.github.io,pulls
1892,Add pyrolite,2020-06-08 03:00:44,closed,,morganjwilliams,"VIC, Australia",staff,pyopensci.github.io,pulls
1893,add dev instructions for website dev setup,2020-05-11 15:44:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1894,Add movingpandas post,2020-04-29 19:00:33,closed,,anitagraser,,staff,pyopensci.github.io,pulls
1895,Add martinfleis as a reviewer,2020-04-09 09:15:41,closed,,martinfleis,Prague,staff,pyopensci.github.io,pulls
1896,Entries for MovingPandas,2020-03-20 11:32:48,closed,,anitagraser,,staff,pyopensci.github.io,pulls
1897,add post about mentoring,2020-03-15 15:54:06,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1898,update svg to png file,2020-03-07 16:09:56,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,pulls
1899,update logo url location,2020-03-04 19:02:28,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,pulls
1900,Fix contributors page,2019-12-12 15:31:32,closed,,xuanxu,Madrid,staff,pyopensci.github.io,pulls
1901,change external links in home.md to liquid tags,2019-12-06 01:29:19,closed,,NickleDave,Charm City,staff,pyopensci.github.io,pulls
1902,Fix typo,2019-11-19 14:36:26,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,pulls
1903,minor fixes to flow/grammar,2019-11-18 18:05:29,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,pulls
1904,adding earthpy to website,2019-11-13 22:55:29,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1905,post/pandera,2019-11-09 22:26:56,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,pulls
1906,joss wording,2019-10-29 03:06:33,closed,,choldgraf,California,staff,pyopensci.github.io,pulls
1907,Add jlpalomino to contributors.yml,2019-10-25 22:51:36,closed,,jlpalomino,,staff,pyopensci.github.io,pulls
1908,Adding blog page to website!!,2019-10-25 16:59:57,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1909,updating language about joss and members,2019-10-24 15:17:26,closed,,choldgraf,California,staff,pyopensci.github.io,pulls
1910,Update Contributor list,2019-10-17 19:51:53,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1911,update from master,2019-10-17 19:51:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1912,Add pandera packages collection,2019-10-17 19:51:09,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1913,Add Ivan Ogasawara as contributor.,2019-10-16 01:40:24,closed,,xmnlab,Earth,staff,pyopensci.github.io,pulls
1914,Add contributors yml file,2019-10-10 19:16:48,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1915,add pandera to _packages,2019-10-04 03:05:46,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,pulls
1916,Very minor text updates to make it more clear how submission works,2019-10-01 19:45:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1917,Add a package listing page to the website,2019-09-17 20:19:12,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1918,fixing formatting,2019-08-28 22:53:51,closed,,choldgraf,California,staff,pyopensci.github.io,pulls
1919,adding custom types,2019-08-28 22:44:41,closed,,choldgraf,California,staff,pyopensci.github.io,pulls
1920,Fix Github link site footer,2019-03-19 00:34:57,closed,,leouieda,"São Paulo, Brazil",staff,pyopensci.github.io,pulls
1954,Add: matomo analytics to governance book,2023-04-18 17:00:51,closed,,lwasser,United States,staff,handbook,issues
1955,Add: circle instructions,2023-04-18 16:26:37,closed,,lwasser,United States,staff,handbook,issues
1956,Add: circle ci preview & dev instructions,2023-04-18 16:12:42,closed,,lwasser,United States,staff,handbook,issues
1957,Fix: bad link on landing,2023-04-17 20:45:55,closed,,lwasser,United States,staff,handbook,issues
1958,Add: general contributing guide,2023-04-17 19:11:59,closed,,lwasser,United States,staff,handbook,issues
1959,Fix: remove sphinx link from footer (no https),2023-01-30 22:51:58,closed,,lwasser,United States,staff,handbook,issues
1960,Fix: move to sphinx data and add ivan as coc steward,2023-01-30 19:02:26,closed,,lwasser,United States,staff,handbook,issues
1961,Add zenodo file to repo,2023-01-25 18:14:20,closed,,lwasser,United States,staff,handbook,issues
1962,Fix: cleanup of notes and left bar links,2023-01-25 18:10:17,closed,,lwasser,United States,staff,handbook,issues
1963,COC fix urls,2023-01-25 17:33:28,closed,,lwasser,United States,staff,handbook,issues
1964,ADD: code of conduct to governance documents,2022-12-21 18:22:24,closed,,lwasser,United States,staff,handbook,issues
1965,Coc,2022-11-22 23:20:51,closed,,lwasser,United States,staff,handbook,issues
1966,ADD CODE OF CONDUCT to governance documentation,2022-11-22 18:56:23,closed,,lwasser,United States,staff,handbook,issues
1967,HTML proofer not ignoring directories,2022-10-11 22:33:07,closed,bug,lwasser,United States,staff,handbook,issues
1968,"CONTENT: added mission, values and 3 years of meeting notes ✨ ",2022-10-10 17:16:54,closed,,lwasser,United States,staff,handbook,issues
1969,CONTENT: good beginning structure for governance,2022-10-06 18:46:32,closed,,lwasser,United States,staff,handbook,issues
1970,Rebase against main,2022-10-06 17:06:05,closed,,lwasser,United States,staff,handbook,issues
1971,:construction: Update readme / under construction ,2022-10-06 16:45:37,closed,,lwasser,United States,staff,handbook,issues
1972,2022 Joint ESA NASA Workshop on Open Innovation,2022-10-06 09:00:06,closed,,slumnitz,"Frascati, italy",staff,handbook,issues
1973,I'm looking for some mentorship,2022-10-04 21:35:16,closed,,pljspahn,"Denver, CO",staff,handbook,issues
1974,INFRA: sphinx book theme setup,2022-09-29 16:20:59,closed,,lwasser,United States,staff,handbook,issues
1975,Initial book content: organization structure and landing page,2022-09-28 19:16:14,closed,,lwasser,United States,staff,handbook,issues
1976,Getting involved in pyOpenSci,2022-09-02 06:12:21,closed,,Athene-ai,United Kingdom,staff,handbook,issues
1977,Discourse link is broken,2021-08-31 09:27:11,closed,,astrojuanlu,Spain,staff,handbook,issues
1978,"Convert this repository into the ""master"" repo",2019-08-16 16:03:24,closed,,choldgraf,California,staff,handbook,issues
1979,removing images,2019-08-16 16:01:20,closed,,choldgraf,California,staff,handbook,issues
1980,"Add meeting notes for May 30 and June 20, 2019",2019-06-26 16:52:07,closed,,jlpalomino,,staff,handbook,issues
1981,Add meeting notes from 5-9-19 meeting,2019-05-17 17:03:28,closed,,jlpalomino,,staff,handbook,issues
1982,Add meeting notes for 04-18-19,2019-04-29 16:10:20,closed,,jlpalomino,,staff,handbook,issues
1983,BoF Submission,2019-04-10 17:36:59,closed,,lwasser,United States,staff,handbook,issues
1984,Add notes for 4-4-19 meeting,2019-04-09 16:19:51,closed,,jlpalomino,,staff,handbook,issues
1985,Review Process Feedback,2019-04-05 16:44:05,closed,,kysolvik,,staff,handbook,issues
1986,Add meeting notes for 3-21-19,2019-03-21 21:25:10,closed,,jlpalomino,,staff,handbook,issues
1987,Review draft of our review policies and guidelines,2019-01-16 18:46:32,closed,,kysolvik,,staff,handbook,issues
1988,README for pyOpenSci/software-review,2019-01-16 04:59:31,closed,,kysolvik,,staff,handbook,issues
1989,Jupyter books for pyopensci docs,2019-01-14 17:40:17,closed,,lwasser,United States,staff,handbook,issues
1990,Writing review process guidelines,2019-01-14 17:37:03,closed,,kysolvik,,staff,handbook,issues
1991,How do we want to track packages?,2018-12-14 18:32:30,closed,,lwasser,United States,staff,handbook,issues
1992,We need to define our presubmission process,2018-12-14 18:10:17,closed,,lwasser,United States,staff,handbook,issues
2020,Add: matomo analytics to governance book,2023-04-18 17:00:51,closed,,lwasser,United States,staff,handbook,pulls
2021,Add: circle instructions,2023-04-18 16:26:37,closed,,lwasser,United States,staff,handbook,pulls
2022,Add: circle ci preview & dev instructions,2023-04-18 16:12:42,closed,,lwasser,United States,staff,handbook,pulls
2023,Fix: bad link on landing,2023-04-17 20:45:55,closed,,lwasser,United States,staff,handbook,pulls
